,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
815,314,Lauri Markkanen\markkla01,PF,23,CHI,51,26,25.8,4.9,10.2,0.48,2.3,5.8,0.402,2.6,4.4,0.582,0.594,1.5,1.8,0.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,1.5,13.6,15.2,0.619,0.568,0.177,3.0,19.4,11.3,5.0,1.0,1.0,8.5,20.2,1.7,1.3,3.0,0.109,1.0,-0.9,0.1,0.7,15690909
816,315,Naji Marshall\marshna01,SF,23,NOP,32,10,21.9,2.6,6.5,0.392,0.9,2.6,0.349,1.7,3.9,0.421,0.462,1.7,2.3,0.707,0.5,4.2,4.6,2.8,0.8,0.3,1.2,1.8,7.7,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,0.2,0.7,0.9,0.061,-2.1,0.8,-1.3,0.1,1517981
818,317,Cody Martin\martico01,SF,25,CHO,52,10,16.3,1.6,3.6,0.441,0.3,1.1,0.276,1.3,2.5,0.515,0.484,0.5,0.8,0.581,1.0,2.1,3.1,1.7,0.7,0.2,0.8,1.0,4.0,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,0.061,-2.7,0.7,-2.0,0.0,1782621
821,320,Kenyon Martin Jr.\martike04,SF,20,HOU,45,8,23.7,3.6,7.1,0.509,0.8,2.1,0.365,2.8,4.9,0.572,0.564,1.3,1.9,0.714,1.6,3.8,5.4,1.1,0.7,0.9,0.8,2.0,9.3,14.6,0.59,0.302,0.264,7.0,17.6,12.1,6.8,1.3,3.4,9.7,15.6,1.3,0.9,2.2,0.099,-1.4,-0.4,-1.8,0.0,1517981
823,322,Garrison Mathews\mathega01,SG,24,WAS,64,24,16.2,1.5,3.7,0.409,1.2,3.1,0.384,0.3,0.6,0.538,0.57,1.3,1.5,0.884,0.3,1.1,1.4,0.4,0.5,0.1,0.2,1.7,5.5,9.7,0.635,0.835,0.401,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,1.7,0.6,2.3,0.108,-1.7,-0.1,-1.8,0.1,1093598
825,324,Wesley Matthews\matthwe02,SG,34,LAL,58,10,19.5,1.5,4.3,0.353,1.1,3.4,0.335,0.4,0.9,0.418,0.484,0.6,0.7,0.854,0.3,1.3,1.6,0.9,0.7,0.3,0.4,1.4,4.8,7.2,0.517,0.782,0.163,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,0.2,1.5,1.7,0.073,-3.1,1.4,-1.7,0.1,1958501
826,325,Tyrese Maxey\maxeyty01,SG,20,PHI,61,8,15.3,3.2,7.0,0.462,0.5,1.7,0.301,2.7,5.3,0.512,0.498,1.0,1.1,0.871,0.2,1.5,1.7,2.0,0.4,0.2,0.7,1.3,8.0,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23.0,0.8,1.1,1.9,0.099,-1.0,-0.5,-1.5,0.1,2602920
829,328,CJ McCollum\mccolcj01,SG,29,POR,47,47,34.0,8.6,18.8,0.458,3.6,8.9,0.402,5.0,9.9,0.509,0.554,2.3,2.8,0.812,0.6,3.3,3.9,4.7,0.9,0.4,1.4,1.9,23.1,20.8,0.577,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,5.0,-1.1,3.9,2.4,30864198
830,329,T.J. McConnell\mccontj01,PG,28,IND,69,3,26.0,4.0,7.1,0.559,0.2,0.7,0.313,3.8,6.4,0.586,0.574,0.5,0.7,0.688,0.8,2.9,3.7,6.6,1.9,0.3,2.0,1.6,8.6,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1.0,20.9,15.3,2.6,2.2,4.8,0.128,-0.2,1.7,1.4,1.5,7500000
831,330,Jaden McDaniels\mcdanja02,PF,20,MIN,63,27,24.0,2.6,5.8,0.447,1.1,3.1,0.364,1.5,2.7,0.544,0.545,0.4,0.7,0.6,0.8,2.9,3.7,1.1,0.6,1.0,0.7,2.7,6.8,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6,2063280
832,331,Jalen McDaniels\mcdanja01,SF,23,CHO,47,18,19.2,2.8,6.0,0.468,0.7,2.2,0.333,2.1,3.8,0.547,0.53,1.0,1.4,0.703,1.0,2.6,3.6,1.1,0.6,0.4,1.0,2.0,7.4,11.4,0.554,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17.0,0.3,0.9,1.2,0.062,-2.8,-0.4,-3.2,-0.3,1782621
833,332,Doug McDermott\mcderdo01,PF,29,IND,66,29,24.5,5.4,10.1,0.532,1.7,4.3,0.388,3.7,5.7,0.641,0.616,1.2,1.5,0.816,0.9,2.4,3.3,1.3,0.3,0.1,0.8,1.8,13.6,15.6,0.635,0.43,0.147,4.0,10.7,7.4,7.8,0.6,0.3,7.0,20.0,3.1,0.7,3.8,0.112,1.4,-2.0,-0.6,0.6,13750000
838,334,JaVale McGee\mcgeeja01,C,33,CLE,33,1,15.2,3.4,6.5,0.521,0.2,0.6,0.25,3.2,5.9,0.549,0.533,1.1,1.7,0.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,2.4,8.0,17.0,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,-0.1,1.1,1.0,0.068,-3.3,0.8,-2.5,-0.1,5000000
841,334,JaVale McGee\mcgeeja01,C,33,DEN,13,1,13.5,2.5,5.2,0.478,0.0,0.3,0.0,2.5,4.8,0.508,0.478,0.6,0.9,0.667,1.8,3.5,5.3,0.5,0.2,1.1,1.2,3.2,5.5,17.0,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,-0.1,1.1,1.0,0.068,-3.3,0.8,-2.5,-0.1,5000000
844,335,Rodney McGruder\mcgruro01,SG,29,DET,16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1.0,0.5,0.1,0.4,0.8,5.7,16.1,0.619,0.343,0.114,4.5,8.1,6.3,13.6,2.0,0.4,8.7,18.1,0.3,0.2,0.5,0.121,0.7,0.0,0.7,0.1,1939350
845,336,Alfonzo McKinnie\mckinal01,SF,28,LAL,39,0,6.6,1.2,2.4,0.516,0.4,1.0,0.41,0.8,1.4,0.593,0.602,0.3,0.5,0.556,0.6,0.8,1.4,0.2,0.2,0.0,0.1,0.7,3.1,15.5,0.604,0.419,0.194,9.6,13.9,11.8,3.6,1.3,0.0,4.7,17.8,0.5,0.3,0.8,0.156,0.3,-0.8,-0.4,0.1,1090007
848,337,Jordan McLaughlin\mclaujo01,PG,24,MIN,51,2,18.4,2.0,4.7,0.413,0.6,1.8,0.359,1.3,2.9,0.447,0.481,0.5,0.6,0.767,0.4,1.7,2.1,3.8,1.0,0.1,1.0,0.9,5.0,12.0,0.502,0.38,0.124,2.3,10.4,6.2,28.0,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2.0,0.2,-1.7,0.1,1669178
852,338,Ben McLemore\mclembe01,SG,27,HOU,32,4,16.8,2.5,7.0,0.357,1.7,5.2,0.331,0.8,1.8,0.431,0.48,0.7,1.0,0.719,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6,7.4,8.5,0.523,0.767,0.145,1.7,10.5,6.0,6.4,1.2,0.9,9.8,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.2,-3.9,-0.4,2389641
855,338,Ben McLemore\mclembe01,SG,27,LAL,21,1,17.5,2.6,6.7,0.39,2.0,5.4,0.368,0.6,1.3,0.481,0.539,0.8,1.0,0.762,0.2,1.4,1.6,0.5,0.1,0.3,0.7,1.8,8.0,8.5,0.523,0.767,0.145,1.7,10.5,6.0,6.4,1.2,0.9,9.8,20.4,-0.5,0.7,0.2,0.013,-2.7,-1.2,-3.9,-0.4,2389641
867,340,De'Anthony Melton\meltode01,PG,22,MEM,52,1,20.1,3.3,7.6,0.438,1.7,4.1,0.412,1.6,3.5,0.467,0.548,0.8,1.0,0.804,0.6,2.5,3.1,2.5,1.2,0.6,1.3,1.6,9.1,15.2,0.568,0.537,0.13,3.0,13.4,8.2,17.5,2.7,2.7,13.7,19.5,0.7,1.5,2.2,0.103,0.6,1.7,2.3,1.1,8437500
868,341,Sam Merrill\merrisa01,SG,24,MIL,30,2,7.8,1.1,2.4,0.444,0.7,1.6,0.447,0.4,0.8,0.44,0.59,0.1,0.1,1.0,0.2,0.8,1.0,0.7,0.3,0.0,0.3,0.6,3.0,11.9,0.603,0.653,0.056,2.8,10.4,6.8,11.4,1.6,0.4,11.9,15.0,0.3,0.2,0.5,0.102,-0.7,-0.3,-1.0,0.1,663024
869,342,Chimezie Metu\metuch01,C,23,SAC,36,6,13.6,2.5,5.0,0.508,0.4,1.0,0.351,2.2,3.9,0.549,0.545,0.9,1.2,0.721,0.9,2.3,3.1,0.8,0.4,0.5,0.8,1.6,6.3,14.5,0.571,0.207,0.24,7.0,18.7,12.7,8.2,1.4,3.1,12.8,20.0,0.3,0.3,0.6,0.061,-2.2,-1.3,-3.6,-0.2,1762796
870,343,Khris Middleton\middlkh01,SF,29,MIL,68,68,33.4,7.5,15.8,0.476,2.2,5.4,0.414,5.3,10.4,0.508,0.546,3.1,3.5,0.898,0.8,5.2,6.0,5.4,1.1,0.1,2.6,2.4,20.4,18.2,0.588,0.34,0.22,2.6,15.7,9.4,23.2,1.5,0.4,13.1,25.0,4.1,2.2,6.4,0.135,1.7,-0.3,1.3,1.9,35500000
872,345,Patty Mills\millspa02,PG,32,SAS,68,1,24.8,3.7,9.0,0.412,2.4,6.3,0.375,1.3,2.7,0.5,0.544,1.0,1.1,0.91,0.3,1.4,1.7,2.4,0.6,0.0,1.0,1.2,10.8,11.8,0.57,0.702,0.128,1.1,6.3,3.7,13.5,1.2,0.2,9.3,18.4,1.3,0.8,2.2,0.062,0.0,-1.2,-1.2,0.4,5890000
873,346,Paul Millsap\millspa01,PF,35,DEN,56,36,20.8,3.4,7.2,0.476,0.9,2.6,0.343,2.5,4.6,0.55,0.537,1.3,1.8,0.724,1.4,3.3,4.7,1.8,0.9,0.6,0.9,2.0,9.0,16.4,0.565,0.357,0.244,7.4,18.1,12.8,11.6,2.2,3.0,10.3,18.6,1.7,1.6,3.2,0.133,0.3,0.7,1.0,0.9,2641691
874,347,Shake Milton\miltosh01,SG,24,PHI,63,4,23.2,4.8,10.6,0.45,1.1,3.2,0.35,3.6,7.4,0.494,0.503,2.3,2.8,0.83,0.5,1.8,2.3,3.1,0.6,0.3,1.6,2.1,13.0,14.6,0.549,0.304,0.264,2.5,8.5,5.6,20.3,1.3,1.1,12.2,24.9,1.1,1.6,2.8,0.091,-0.7,-1.0,-1.6,0.1,1846738
875,348,Donovan Mitchell\mitchdo01,PG,24,UTA,53,53,33.4,9.0,20.6,0.438,3.4,8.7,0.386,5.7,11.9,0.476,0.52,5.0,6.0,0.845,0.9,3.5,4.4,5.2,1.0,0.3,2.8,2.2,26.4,21.3,0.569,0.423,0.29,3.1,10.6,7.0,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,0.167,4.6,-0.2,4.3,2.8,28103550
877,350,Malik Monk\monkma01,SG,22,CHO,42,0,20.9,4.1,9.5,0.434,2.0,5.0,0.401,2.1,4.5,0.471,0.54,1.4,1.7,0.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,13.6,0.569,0.531,0.18,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,0.5,0.5,1.0,0.054,0.2,-2.0,-1.8,0.0,1789256
878,351,E'Twaun Moore\mooreet01,SG,31,PHO,27,1,14.4,2.0,4.5,0.455,0.4,1.3,0.314,1.6,3.2,0.512,0.5,0.4,0.5,0.857,0.5,1.1,1.7,1.5,0.6,0.2,0.9,1.2,4.9,10.4,0.523,0.289,0.116,4.2,8.9,6.6,13.7,1.9,1.2,15.3,17.2,0.0,0.4,0.4,0.049,-3.1,0.2,-2.9,-0.1,2641691
879,352,Ja Morant\moranja01,PG,21,MEM,63,63,32.6,6.8,15.2,0.449,1.2,3.8,0.303,5.7,11.4,0.499,0.487,4.3,5.9,0.728,0.9,3.1,4.0,7.4,0.9,0.2,3.2,1.4,19.1,16.7,0.537,0.252,0.389,3.0,10.1,6.5,33.5,1.3,0.6,15.3,27.2,1.6,1.6,3.2,0.074,1.3,-1.6,-0.4,0.8,9603360
881,354,Marcus Morris\morrima03,PF,31,LAC,57,29,26.4,4.8,10.2,0.473,2.5,5.2,0.473,2.4,5.1,0.472,0.592,1.3,1.6,0.82,0.6,3.5,4.1,1.0,0.6,0.3,1.0,2.1,13.4,14.5,0.614,0.507,0.152,2.7,14.5,8.8,5.6,1.1,0.9,8.4,20.1,2.1,1.5,3.6,0.115,0.9,-0.8,0.0,0.8,15627907
882,355,Markieff Morris\morrima02,PF,31,LAL,61,27,19.7,2.5,6.2,0.405,1.1,3.4,0.311,1.4,2.8,0.521,0.491,0.6,0.8,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.7,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,-0.2,1.8,1.6,0.062,-2.9,0.3,-2.6,-0.2,2641691
883,356,Monte Morris\morrimo01,PG,25,DEN,47,13,25.4,4.0,8.2,0.481,1.1,2.9,0.381,2.9,5.4,0.534,0.547,1.2,1.6,0.795,0.2,1.8,2.0,3.2,0.7,0.3,0.7,1.0,10.2,14.0,0.574,0.346,0.189,1.0,8.0,4.6,17.1,1.4,1.1,7.5,16.5,2.0,0.8,2.9,0.115,0.1,-0.5,-0.3,0.5,8333333
885,358,Dejounte Murray\murrade01,PG,24,SAS,67,67,31.9,6.6,14.5,0.453,0.9,3.0,0.317,5.6,11.6,0.488,0.485,1.6,2.0,0.791,0.9,6.2,7.1,5.4,1.5,0.1,1.7,2.0,15.7,16.5,0.509,0.204,0.138,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,0.7,2.6,3.3,0.074,-0.2,1.0,0.8,1.5,15428571
886,359,Jamal Murray\murraja01,PG,23,DEN,48,48,35.5,7.9,16.5,0.477,2.7,6.6,0.408,5.2,9.9,0.523,0.559,2.8,3.2,0.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2,18.3,0.592,0.399,0.193,2.5,10.4,6.5,20.3,1.9,0.7,11.2,24.8,3.1,1.5,4.6,0.129,2.7,-0.7,2.0,1.7,31590000
887,360,Mike Muscala\muscami01,C,29,OKC,35,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1.0,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,14.7,0.599,0.689,0.135,3.0,18.4,10.6,7.0,0.6,1.5,6.9,20.0,0.9,0.4,1.3,0.096,0.9,-1.0,-0.1,0.3,3500000
891,361,Svi Mykhailiuk\mykhasv01,SF,23,DET,36,5,17.6,2.3,6.2,0.377,1.6,4.8,0.333,0.8,1.4,0.519,0.504,0.7,0.8,0.8,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9,10.4,0.529,0.621,0.099,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20.0,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,1729217
894,361,Svi Mykhailiuk\mykhasv01,SG,23,OKC,30,9,23.0,4.1,9.4,0.438,1.6,4.8,0.336,2.5,4.7,0.543,0.523,0.5,0.7,0.7,0.4,2.5,3.0,1.8,0.8,0.2,1.6,1.0,10.3,10.4,0.529,0.621,0.099,1.9,11.4,6.6,12.9,1.9,0.8,14.3,20.0,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,1729217
897,362,Abdel Nader\naderab01,SF,27,PHO,24,0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3.0,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,13.4,0.605,0.371,0.319,2.3,17.3,9.9,7.3,1.4,2.3,12.6,19.0,0.3,0.4,0.7,0.095,-1.0,1.0,0.0,0.2,2000000
898,363,Larry Nance Jr.\nancela02,PF,28,CLE,35,27,31.2,3.7,7.8,0.471,1.2,3.3,0.36,2.5,4.5,0.551,0.546,0.9,1.4,0.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1,9.3,13.2,0.557,0.419,0.18,5.4,19.0,12.1,14.4,2.8,1.4,15.8,13.9,0.5,1.3,1.8,0.08,-1.4,1.8,0.4,0.7,10690909
899,364,Aaron Nesmith\nesmiaa01,SF,21,BOS,46,1,14.5,1.7,3.9,0.438,0.9,2.3,0.37,0.8,1.5,0.543,0.551,0.5,0.6,0.786,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,4.7,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,3631200
900,365,Raul Neto\netora01,PG,28,WAS,64,22,21.9,3.3,7.0,0.468,1.0,2.6,0.39,2.3,4.4,0.512,0.539,1.2,1.3,0.882,0.4,2.0,2.4,2.3,1.1,0.1,0.8,1.7,8.7,13.0,0.575,0.367,0.19,2.1,9.6,5.9,14.0,2.4,0.4,9.9,15.8,1.5,1.3,2.8,0.097,-1.4,0.9,-0.6,0.5,2089448
901,366,Georges Niang\niangge01,PF,27,UTA,72,10,16.0,2.5,5.6,0.437,1.7,4.1,0.425,0.7,1.6,0.469,0.59,0.3,0.3,0.957,0.4,2.1,2.4,0.8,0.3,0.1,0.7,1.6,6.9,11.4,0.602,0.721,0.057,2.7,13.0,8.1,7.3,1.1,0.6,10.9,17.4,1.2,1.4,2.6,0.108,-0.4,0.1,-0.3,0.5,3300000
902,367,Zeke Nnaji\nnajize01,PF,20,DEN,42,1,9.5,1.2,2.5,0.481,0.6,1.4,0.407,0.6,1.1,0.578,0.596,0.3,0.4,0.8,0.3,1.2,1.5,0.2,0.2,0.1,0.2,0.7,3.2,11.3,0.615,0.567,0.144,4.0,14.5,9.3,3.3,1.0,1.0,6.0,12.9,0.6,0.3,0.9,0.104,-0.6,-1.1,-1.7,0.0,2498760
903,368,Nerlens Noel\noelne01,C,26,NYK,64,41,24.2,2.1,3.5,0.614,0.0,0.0,0.0,2.1,3.4,0.623,0.614,0.8,1.1,0.714,2.2,4.2,6.4,0.7,1.1,2.2,1.0,2.8,5.1,14.8,0.638,0.013,0.314,10.1,18.4,14.3,4.1,2.3,8.7,20.4,9.2,1.6,3.6,5.2,0.162,-2.4,3.8,1.4,1.3,8800000
904,369,Jaylen Nowell\nowelja01,SG,21,MIN,42,0,18.1,3.4,8.0,0.424,1.2,3.6,0.333,2.2,4.4,0.497,0.499,1.1,1.3,0.818,0.5,1.8,2.3,1.5,0.5,0.3,0.7,1.7,9.0,12.3,0.528,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,0.3,0.4,0.7,0.044,-1.5,-1.4,-2.8,-0.2,1782621
905,370,Frank Ntilikina\ntilila01,PG,22,NYK,33,4,9.8,0.9,2.4,0.367,0.7,1.5,0.479,0.2,0.9,0.194,0.513,0.2,0.5,0.444,0.2,0.8,0.9,0.6,0.5,0.1,0.3,1.4,2.7,7.7,0.512,0.608,0.228,2.0,8.3,5.2,8.1,2.8,1.2,11.2,13.6,0.0,0.5,0.5,0.07,-4.2,2.5,-1.7,0.0,1789256
906,371,Kendrick Nunn\nunnke01,PG,25,MIA,56,44,29.5,5.7,11.8,0.485,2.2,5.7,0.381,3.5,6.0,0.583,0.578,1.0,1.1,0.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9,14.6,14.2,0.596,0.486,0.091,1.5,10.8,6.2,14.5,1.6,0.9,10.5,20.9,1.4,1.5,2.9,0.084,-0.1,-0.4,-0.5,0.6,5000000
908,373,Jusuf Nurkić\nurkiju01,C,26,POR,37,37,23.8,4.6,9.0,0.514,0.3,0.8,0.4,4.3,8.2,0.525,0.532,1.9,3.1,0.619,2.3,6.6,9.0,3.4,1.0,1.1,2.0,2.8,11.5,20.5,0.554,0.09,0.339,10.2,30.7,20.2,21.4,2.1,4.0,16.0,22.3,1.2,1.2,2.4,0.133,0.7,1.8,2.5,1.0,12000000
909,374,David Nwaba\nwabada01,SF,28,HOU,30,9,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3.0,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1.0,1.0,0.7,0.6,2.0,9.2,14.4,0.557,0.289,0.312,6.0,12.8,9.3,6.9,2.1,2.8,6.4,16.6,0.7,0.6,1.3,0.094,-1.4,0.6,-0.8,0.2,4650000
910,375,Jordan Nwora\nworajo01,SF,22,MIL,30,2,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7,16.1,0.586,0.459,0.185,3.6,18.9,11.5,3.6,2.7,2.3,14.1,26.0,0.0,0.4,0.4,0.068,-0.7,-0.4,-1.1,0.1,1517981
911,376,Royce O'Neale\onealro01,SF,27,UTA,71,71,31.6,2.5,5.5,0.444,1.5,3.9,0.385,1.0,1.6,0.586,0.58,0.5,0.6,0.848,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.6,7.0,9.9,0.599,0.706,0.117,4.4,18.0,11.5,10.4,1.2,1.2,16.7,9.6,2.3,3.3,5.6,0.121,-1.2,2.1,1.0,1.7,8678571
912,377,Semi Ojeleye\ojelese01,PF,26,BOS,56,15,17.0,1.6,3.9,0.403,1.0,2.8,0.367,0.6,1.1,0.492,0.534,0.4,0.6,0.75,0.6,2.1,2.6,0.7,0.3,0.0,0.4,1.0,4.6,8.3,0.553,0.715,0.145,3.6,13.7,8.6,5.1,0.9,0.0,8.2,11.6,0.7,0.6,1.2,0.063,-1.7,-0.7,-2.4,-0.1,1789256
914,379,Chuma Okeke\okekech01,PF,22,ORL,45,19,25.2,3.0,7.2,0.417,1.1,3.1,0.348,1.9,4.1,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4.0,2.2,1.1,0.5,0.8,1.1,7.8,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10.0,14.5,0.3,1.0,1.3,0.056,-1.9,0.5,-1.5,0.1,3277080
915,380,Josh Okogie\okogijo01,SG,22,MIN,59,37,20.3,1.7,4.3,0.402,0.5,1.8,0.269,1.2,2.5,0.5,0.459,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1,5.4,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7.0,2.1,2.0,12.5,12.1,0.5,0.8,1.3,0.051,-3.7,0.3,-3.3,-0.4,4087904
916,381,Onyeka Okongwu\okongon01,C,20,ATL,50,4,12.0,1.9,3.0,0.644,0.0,0.1,0.0,1.9,2.9,0.658,0.644,0.7,1.1,0.632,1.2,2.0,3.3,0.4,0.5,0.7,0.6,2.0,4.6,16.8,0.655,0.02,0.383,11.5,18.0,14.9,4.4,1.9,4.8,14.3,14.7,1.1,0.8,1.9,0.155,-2.2,0.8,-1.4,0.1,6104280
917,382,Isaac Okoro\okorois01,SG,20,CLE,67,67,32.4,3.5,8.3,0.42,0.9,3.2,0.29,2.6,5.1,0.501,0.476,1.7,2.3,0.726,1.0,2.1,3.1,1.9,0.9,0.4,1.3,2.8,9.6,7.9,0.514,0.383,0.281,3.4,7.3,5.3,8.6,1.4,1.0,12.0,14.3,-0.1,1.0,0.9,0.02,-4.2,-0.9,-5.1,-1.7,6720720
918,383,KZ Okpala\okpalkz01,PF,21,MIA,37,9,12.1,1.0,2.6,0.375,0.3,1.4,0.24,0.6,1.2,0.522,0.438,0.2,0.4,0.533,0.6,1.3,1.8,0.5,0.3,0.3,0.4,1.6,2.5,5.2,0.448,0.521,0.156,5.5,11.8,8.7,5.8,1.1,2.6,12.8,11.9,-0.3,0.4,0.1,0.015,-6.5,-0.6,-7.1,-0.6,1782621
923,384,Victor Oladipo\oladivi01,SG,28,IND,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3.0,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2.0,2.6,20.0,14.3,0.512,0.415,0.24,1.2,15.1,8.0,22.8,2.0,1.2,11.5,28.5,-0.6,1.0,0.4,0.017,-0.9,-0.8,-1.7,0.1,2389641
927,384,Victor Oladipo\oladivi01,SG,28,HOU,20,20,33.5,7.8,19.1,0.407,2.5,7.7,0.32,5.3,11.4,0.465,0.471,3.3,4.2,0.783,0.4,4.4,4.8,5.0,1.2,0.5,2.6,2.3,21.2,14.3,0.512,0.415,0.24,1.2,15.1,8.0,22.8,2.0,1.2,11.5,28.5,-0.6,1.0,0.4,0.017,-0.9,-0.8,-1.7,0.1,2389641
931,384,Victor Oladipo\oladivi01,SG,28,MIA,4,4,27.8,4.0,10.8,0.372,1.0,4.3,0.235,3.0,6.5,0.462,0.419,3.0,4.5,0.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12.0,14.3,0.512,0.415,0.24,1.2,15.1,8.0,22.8,2.0,1.2,11.5,28.5,-0.6,1.0,0.4,0.017,-0.9,-0.8,-1.7,0.1,2389641
939,386,Kelly Olynyk\olynyke01,C,29,MIA,43,38,26.9,3.8,8.7,0.431,1.8,5.7,0.317,2.0,3.1,0.639,0.533,0.7,0.9,0.775,1.0,5.0,6.1,2.1,0.9,0.6,1.3,2.9,10.0,16.4,0.61,0.528,0.251,4.8,22.5,13.6,16.0,1.9,2.1,14.0,19.7,2.5,2.6,5.1,0.121,0.3,0.9,1.2,1.6,12195122
942,386,Kelly Olynyk\olynyke01,PF,29,HOU,27,24,31.1,6.5,11.9,0.545,1.8,4.6,0.392,4.7,7.3,0.643,0.621,4.2,5.0,0.844,1.6,6.9,8.4,4.1,1.4,0.6,2.6,3.1,19.0,16.4,0.61,0.528,0.251,4.8,22.5,13.6,16.0,1.9,2.1,14.0,19.7,2.5,2.6,5.1,0.121,0.3,0.9,1.2,1.6,12195122
945,387,Miye Oni\onimi01,SG,23,UTA,54,0,9.6,0.6,1.8,0.354,0.6,1.6,0.341,0.1,0.2,0.455,0.505,0.1,0.1,0.833,0.4,1.1,1.6,0.5,0.2,0.1,0.3,1.1,1.9,6.4,0.517,0.889,0.061,4.9,11.9,8.6,6.8,1.0,1.2,13.6,9.8,0.2,0.7,0.9,0.081,-3.0,1.3,-1.7,0.0,946261
947,388,Cedi Osman\osmande01,SF,25,CLE,59,26,25.6,3.7,9.9,0.374,1.7,5.5,0.306,2.0,4.4,0.458,0.458,1.3,1.6,0.8,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2.0,10.4,10.3,0.488,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5,1.0,0.5,0.014,-2.3,-0.9,-3.2,-0.5,8050000
